Date,Target Name,Target Tags,Target Description,Revenue,Revenue Year,Sector,Buyers,Sellers,Valorisation,Operation Type,Transaction Amount
10 déc. 2024,TECHNI-SANTÉ,"France |, Hauts-de-France",Assistance respiratoire à domicile,1,2024,"Santé, beauté et services associés","SANTÉ CIE, ASDIA, ARDIAN BUYOUT, UI INVESTISSEMENT, GROUPE HLD",MANAGER(S),0-20 M€,Build-up,0-20
10 déc. 2024,GARCIA & SOLVERDE,"France |, Hauts-de-France","Entreprise paysagiste d'élagage et services d’entretien des espaces verts et d’abattage pour entreprises, particuliers et collectivités",4,2024,Environnement & CleanTechs,"BTP CAPITAL INVESTISSEMENT, TRAIL SOLUTIONS PATRIMOINE, SOPROMEC",CRE,3 M€,MBI,0-5
10 déc. 2024,MHCOMM,"France |, Occitanie","Éditeur de solutions de santé numérique dédiées aux soins à domicile (logiciel de coordination des soins à domicile, solution de suivi médical à distance de patients)",2.50,2024,Logiciel et services informatiques,"SANTÉ CIE, ARDIAN BUYOUT, UI INVESTISSEMENT, GROUPE HLD","FONDATEUR(S)
                    
                                                ,                                                            
                                                                        PERSONNE(S) PHYSIQUE(S)
                    
                                                ,                                                            
                                                                        ACTIONNAIRES HISTORIQUES
                    
                                                ,                                                            
                                
                                                                                                                    CLINIQUE PASTEUR TOULOUSE",0-20 M€,Build-up,0-20
10 déc. 2024,COSPIRIT GROUPE,"France |, Île-de-France",Agence de média spécialiste de la communication locale : accompagnement des enseignes de distribution et de réseaux dans la définition de leur stratégie jusqu’au pilotage de leur media planning,34,2024,"Média, Marketing/Communication et Télécom",RE-SOURCES CAPITAL,"FONDATEUR(S)
                    
                                                ,                                                            
                                                                        PERSONNE(S) PHYSIQUE(S)
                    
                                                ,                                                            
                                
                                                                                                                    AURINVEST",15-20 M€,MBO,N/A
10 déc. 2024,RATP DEV TRANSIT LONDON,"Royaume-Uni |, Etranger",Exploitation ligne de bus,,N/A,N/A,FIRST GROUP,RATP DEV,104.40 M€,M&A (Int'l),n.d.
10 déc. 2024,DIDACTIC,"France |, Normandie",Produits médicaux à usage unique,70,2024,Produits Pharmaceutiques & matériel médical,"UI INVESTISSEMENT, GENEO CAPITAL ENTREPRENEUR, BPIFRANCE INVESTISSEMENT, MUTUELLE ASSURANCES COR...",FCDE,50-150 M€,LBO IV,N/A
10 déc. 2024,ARMONIAL PARTNERS,"France |, Occitanie",Conseil en gestion de patrimoine (CGP) auprès d'une clientèle fortunée (notamment de chefs d'entreprise) et proposant des produits d’assurance vie,1.80,2023,N/A,"CRYSTAL, LAPLACE, GOLDMAN SACHS ASSET MAN..., SEVEN2 (EX APAX PARTNERS)",MANAGER(S),15-20 M€,Build-up,15-20
09 déc. 2024,IQERA,"France |, Île-de-France",Gestion et acquisition de créances bancaires,315,2023,N/A,ARROW GLOBAL,"BC PARTNERS
                                                    
                            ,                                                            
                                
                                                                                                                    MONTEFIORE INVESTMENT",n.d.,Retournement,N/A
09 déc. 2024,NS GROUPE,"France |, Normandie",Conseil en gestion du patrimoine,,N/A,N/A,"RHETORES FINANCE, ACTIVA CAPITAL","FONDATEUR(S)
                    
                                                ,                                                            
                                
                                                                                                                    AURIS GESTION
                                                    
                            ,                                                            
                                
                                                                                                                    ANDERA ACTO (EX ACTOMEZZ )",10-15 M€,Spin Off,10-15
09 déc. 2024,FREQUENCE (SURFPARK DE CANEJAN),"France |, Nouvelle-Aquitaine","Structure portant le projet du premier surfpark de France, en Gironde, qui proposera également un centre technique de performance, un espace de R&D ainsi que des infrastructures de restauration et d’hébergement",,N/A,"Tourisme, hôtellerie/restauration, loisirs",OXBOW,n/a,0-20 M€,Amorçage (seed),0-20
09 déc. 2024,BUREAU D'ETUDES GALATEA,"France |, Auvergne-Rhône-Alpes",Expert dans la gestion de données environnementales complexes depuis les satellites.,,N/A,Environnement & CleanTechs,ACRI IN,MANAGER(S),n.d.,M&A Corporate,n.d.
09 déc. 2024,COSMOGEN,"France |, Île-de-France","Fabricant de packaging haut de gamme pour les produits cosmétiques et de parapharmacie (tubes, notamment munis d'applicateurs, pinceaux ou accessoires d'application et sticks)",25,2024,"Santé, beauté et services associés","WEINBERG CAPITAL PARTNERS, BNP PARIBAS DEVELOPPEMENT","MBO+
                                                    
                            ,                                                            
                                                                        MANAGER(S)",20-50 M€,LBO Primaire,n.d.
09 déc. 2024,ADES TECHNOLOGIES,"France |, Auvergne-Rhône-Alpes","Spécialiste de l’étanchéité pneumatique et mécanique des fluides pour les secteurs du ferroviaire, nucléaire, hydrogène et défense",7,2023,Produits & Services industriels,"IMF (INDUSTRIE MECANIQU..., CAPITAL EXPORT",MANAGER(S),0-20 M€,Build-up,0-20
09 déc. 2024,SKIWEBSHOP,"Pays-Bas |, Etranger",Pure player de la vente en ligne d'articles de sport de montagne (principalement textile hiver) mais également d’équipements et accessoires de ski,11,2024,N/A,"EKOSPORT, IDI, GARIBALDI PARTICIPATIONS",MANAGER(S),n.d.,Build-up international,n.d.
09 déc. 2024,LES DOMAINES DE FONTENILLE (LDDF),"France |, Région Sud - Provence-A","Groupe hôtelier comprenant un domaine viticole, des hôtels et un restaurant gastronomique",30,2023,"Tourisme, hôtellerie/restauration, loisirs","LVMH, ANAÏS VENTURES",n/a,n.d.,Augmentation de capital,n.d.
07 déc. 2024,EDICIA,"France |, Pays de la Loire",Éditeur de logiciels Saas de surveillance urbaine dédiés aux polices municipales (fonctionnalités allant du contrôle du stationnement à l’analyse intelligente des risques urbains),3,2024,Logiciel et services informatiques,HORIZONH,"MANAGER(S)
                    
                                                ,                                                            
                                
                                                                                                                    NEWFUND
                                                    
                            ,                                                            
                                                                        FONDATEUR(S)
                    
                                                ,                                                            
                                                                        BUSINESS ANGEL(S)",5-10 M€,Prise de participation,5-10
06 déc. 2024,SOLAR ALLIANCE,"Suisse |, Etranger","Fournisseur des services d'ingénierie, de gestion de projet, d'installation et de surveillance pour les projets photovoltaïques.",,N/A,N/A,"TSG, GROUPE HLD",INVESTISSEUR(S) PRIVÉ(S),n.d.,Build-up international,n.d.
06 déc. 2024,NUMERAL,"France |, Île-de-France","Éditeur d'un logiciel d'automatisation des paiements (de leur création à leur réconciliation), qui connecte les entreprises tech à leurs banques grâce à une API permettant l'ajout de fonctionnalités et à une page web dédiée aux équipes finance et opérations",,N/A,Logiciel et services informatiques,MAMBU,"FONDATEUR(S)
                    
                                                ,                                                            
                                
                                                                                                                    LOGIC FOUNDERS
                                                    
                            ,                                                            
                                
                                                                                                                    BALDERTON CAPITAL
                                                    
                            ,                                                            
                                
                                                                                                                    KIMA VENTURES
                                                    
                            ,                                                            
                                                                        BUSINESS ANGEL(S)",0-20 M€,M&A (Int'l),0-20
06 déc. 2024,GROUPE CORELLIANCE,"France |, Région Sud - Provence-A",Conseil en gestion de patrimoine et prévoyance,,N/A,N/A,"CRYSTAL, LAPLACE, GOLDMAN SACHS ASSET MAN..., SEVEN2 (EX APAX PARTNERS)",FONDATEUR(S),20-50 M€,Build-up,20-50
